Uuid,Void/Retire,Same as mappings,Fully specified name:en,Fully specified name:fr,Short name:en,Short name:fr,Description:en,Description:fr,Data class,Data type,Answers,Members,_version:1,_order:1000,
155977AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:N75.9,Disease of bartholin's gland (N75.9),Affection de la glande de Bartholin (N75.9),Disease of bartholin's gland,Affection de la glande de Bartholin,,,Diagnosis,N/A,,,,,
155988AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:S93.1,dislocation of phalanx of foot (S93.1),Luxation d'un (des) orteil(s) (S93.1),dislocation of phalanx of foot,Luxation d'un (des) orteil(s),,,Diagnosis,N/A,,,,,
156027AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:F44.5,Dissociative convulsions (F44.5),Convulsions dissociatives ou crises de conversion (F44.5),Dissociative convulsions,Convulsions dissociatives ou crises de conversion,,,Diagnosis,N/A,,,,,
156199AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:W87,Exposure to electric current (W87),Choc electrique (W87),Exposure to electric current,Choc electrique,,,Diagnosis,N/A,,,,,
156206AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:P07.0,Extremely low birth weight infant (P07.0),Poids extremement faible a la naissance <1000g (P07.0),Extremely low birth weight infant,Poids extremement faible a la naissance <1000g,,,Diagnosis,N/A,,,,,
156218AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:O07.1,Incomplete provoked abortion with hemorrhage (O07.1),"Avortement provoque incomplet, avec hemorragie (O07.1)",Incomplete provoked abortion with hemorrhage,"Avortement provoque incomplet, avec hemorragie",,,Diagnosis,N/A,,,,,
156343AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:L72.9,Follicular cyst of skin and subcutaneous tissue (L72.9),Kyste folliculaires de la peau et du tissu cellulaire sous-cutane (L72.9),Follicular cyst of skin and subcutaneous tissue,Kyste folliculaires de la peau et du tissu cellulaire sous-cutane,,,Diagnosis,N/A,,,,,
156355AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:T17.9,foreign body in respiratory tract (T17.9),Corps etranger dans les voies respiratoires (T17.9),foreign body in respiratory tract,Corps etranger dans les voies respiratoires,,,Diagnosis,N/A,,,,,
156366AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:S32.2,Fracture of coccyx (S32.2),Fracture du coccyx (S32.2),Fracture of coccyx,Fracture du coccyx,,,Diagnosis,N/A,,,,,
156369AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:S52.5,Fracture of distal end of radius (S52.5),Fracture de l'extremite inferieure du radius (S52.5),Fracture of distal end of radius,Fracture de l'extremite inferieure du radius,,,Diagnosis,N/A,,,,,
156370AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:S82.3,Fracture of distal end of tibia (S82.3),Fracture de l'extremite inferieure du tibia (S82.3),Fracture of distal end of tibia,Fracture de l'extremite inferieure du tibia,,,Diagnosis,N/A,,,,,
156386AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:S32.0,Fracture of lumbar vertebra (S32.0),Fracture d'une vertebre lombaire (S32.0),Fracture of lumbar vertebra,Fracture d'une vertebre lombaire,,,Diagnosis,N/A,,,,,
156397AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:S62.8,fracture of other and unspecified parts of wrist and hand (S62.8),Fracture au niveau du poignet et de la main (S62.8),fracture of other and unspecified parts of wrist and hand,Fracture au niveau du poignet et de la main,,,Diagnosis,N/A,,,,,
156399AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:S32.1,Fracture of sacrum (S32.1),Fracture du sacrum (S32.1),Fracture of sacrum,Fracture du sacrum,,,Diagnosis,N/A,,,,,
156402AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:S12.1,Fracture of second cervical vertebra (S12.1),Fracture de la deuxieme vertebre cervicale (S12.1),Fracture of second cervical vertebra,Fracture de la deuxieme vertebre cervicale,,,Diagnosis,N/A,,,,,
156406AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:S52.2,Fracture of shaft of ulna (S52.2),Fracture de la diaphyse du cubitus (S52.2),Fracture of shaft of ulna,Fracture de la diaphyse du cubitus,,,Diagnosis,N/A,,,,,
156407AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:S02.9,Fracture of skull and facial bones (S02.9),Fracture du crane et des os de la face (S02.9),Fracture of skull and facial bones,Fracture du crane et des os de la face,,,Diagnosis,N/A,,,,,
156410AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:S22.0,Fracture of thoracic vertebra (S22.0),Fracture d'une vertebre dorsale (S22.0),Fracture of thoracic vertebra,Fracture d'une vertebre dorsale,,,Diagnosis,N/A,,,,,
156673AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:B20.0,HIV disease resulting in mycobacterial infection (B20.0),L'infection a VIH entrainant une infection mycobacterienne (B20.0),HIV disease resulting in mycobacterial infection,L'infection a VIH entrainant une infection mycobacterienne,,,Diagnosis,N/A,,,,,
156720AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:P91.6,Hypoxic ischemic encephalopathy of newborn (P91.6),Encephalopathie anoxo-ischemique du nouveau-ne (P91.6),Hypoxic ischemic encephalopathy of newborn,Encephalopathie anoxo-ischemique du nouveau-ne,,,Diagnosis,N/A,,,,,
156788AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:T87.4,Infection of amputation stump (T87.4),Infection d'un moignon d'amputation (T87.4),Infection of amputation stump,Infection d'un moignon d'amputation,,,Diagnosis,N/A,,,,,
156804AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:K20,Infective esophagitis (K20),Oesophagite infectieuse (K20),Infective esophagitis,Oesophagite infectieuse,,,Diagnosis,N/A,,,,,
156884AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:S96.1,Injury to extensor tendons of foot or ankle (S96.1),Lesion traumatique des tendons extenseurs du pied ou la cheville (S96.1),Injury to extensor tendons of foot or ankle,Lesion traumatique des tendons extenseurs du pied ou la cheville,,,Diagnosis,N/A,,,,,
156885AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:S96.0,Injury of muscle and tendon of long flexor muscle of toe at ankle and foot level (S96.0),Lesion d'un tendon long flechisseur de la cheville ou du pied (S96.0),Injury of muscle and tendon of long flexor muscle of toe at ankle and foot level,Lesion d'un tendon long flechisseur de la cheville ou du pied,,,Diagnosis,N/A,,,,,
157380AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:L24.9,Irritant contact dermatitis (L24.9),Dermite irritante de contact (L24.9),Irritant contact dermatitis,Dermite irritante de contact,,,Diagnosis,N/A,,,,,
157409AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:M08.9,Juvenile arthritis (M08.9),Arthrite juvenile (M08.9),Juvenile arthritis,Arthrite juvenile,,,Diagnosis,N/A,,,,,
157512AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:K75.0,liver abscess excluding amebic liver abscess (K75.0),Abces du foie (K75.0),liver abscess excluding amebic liver abscess,Abces du foie,,,Diagnosis,N/A,,,,,
157523AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:G40.0,Focal seizures (G40.0),Epilepsie focale (G40.0),Focal seizures,Epilepsie focale,,,Diagnosis,N/A,,,,,
157543AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:P07.1,"Low birth weight status, 1000-2499 grams (P07.1)",Poids faible a la naissance (de 1000g a 2499g) (P07.1),"Low birth weight status, 1000-2499 grams",Poids faible a la naissance (de 1000g a 2499g),,,Diagnosis,N/A,,,,,
157544AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:R10.3,Lower abdominal pain (R10.3),Douleur abdominale dans les quadrants inferieurs (R10.3),Lower abdominal pain,Douleur abdominale dans les quadrants inferieurs,,,Diagnosis,N/A,,,,,
157588AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:C41.9,malignant neoplasm of bone (C41.9),Tumeur maligne des os (C41.9),malignant neoplasm of bone,Tumeur maligne des os,,,Diagnosis,N/A,,,,,
157791AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:F32.0,Mild depressive episode (F32.0),Episode depressif leger (F32.0),Mild depressive episode,Episode depressif leger,,,Diagnosis,N/A,,,,,
157810AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:F32.1,Moderate depressive episode (F32.1),Episode depressif moyen (F32.1),Moderate depressive episode,Episode depressif moyen,,,Diagnosis,N/A,,,,,
157811AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:O14.0,Moderate pre-eclampsia (O14.0),Preeclampsie moderee (O14.0),Moderate pre-eclampsia,Preeclampsie moderee,,,Diagnosis,N/A,,,,,
157822AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:V29.9,Motorcycle rider injured in traffic accident (V29.9),Motocycliste blesse dans un accident de transport (V29.9),Motorcycle rider injured in traffic accident,Motocycliste blesse dans un accident de transport,,,Diagnosis,N/A,,,,,
157823AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:L98.5,Mucinosis of skin (L98.5),Mucinose cutanee (L98.5),Mucinosis of skin,Mucinose cutanee,,,Diagnosis,N/A,,,,,
157840AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:S02.7,Multiple fractures involving skull and facial bones (S02.7),Fractures multiples du crane et des os de la face (S02.7),Multiple fractures involving skull and facial bones,Fractures multiples du crane et des os de la face,,,Diagnosis,N/A,,,,,
157841AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:S12.7,Multiple fractures of cervical spine (S12.7),Fractures multiples du rachis cervical (S12.7),Multiple fractures of cervical spine,Fractures multiples du rachis cervical,,,Diagnosis,N/A,,,,,
157845AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:S72.7,Multiple fractures of femur (S72.7),Multiples fractures du femur (S72.7),Multiple fractures of femur,Multiples fractures du femur,,,Diagnosis,N/A,,,,,
157846AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:S62.7,Multiple fractures of fingers (S62.7),Fractures multiples de doigts (S62.7),Multiple fractures of fingers,Fractures multiples de doigts,,,Diagnosis,N/A,,,,,
157849AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:S92.7,Multiple fractures of foot (S92.7),Fractures multiples du pied (S92.7),Multiple fractures of foot,Fractures multiples du pied,,,Diagnosis,N/A,,,,,
157851AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:S82.7,Multiple fractures of lower leg (S82.7),Fractures multiples de la jambe (S82.7),Multiple fractures of lower leg,Fractures multiples de la jambe,,,Diagnosis,N/A,,,,,
157853AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:S62.4,Multiple fractures of metacarpal bones (S62.4),Fractures multiples des metacarpiens (S62.4),Multiple fractures of metacarpal bones,Fractures multiples des metacarpiens,,,Diagnosis,N/A,,,,,
157856AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:S22.1,Multiple fractures of thoracic spine (S22.1),Fractures multiples du rachis dorsal (S22.1),Multiple fractures of thoracic spine,Fractures multiples du rachis dorsal,,,Diagnosis,N/A,,,,,
157866AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:S61.7,Multiple open wounds of wrist and hand (S61.7),Plaies ouvertes multiples du poignet et de la main (S61.7),Multiple open wounds of wrist and hand,Plaies ouvertes multiples du poignet et de la main,,,Diagnosis,N/A,,,,,
157893AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:T87.5,Necrosis of amputation stump (T87.5),Necrose d'un moignon d'amputation (T87.5),Necrosis of amputation stump,Necrose d'un moignon d'amputation,,,Diagnosis,N/A,,,,,
157905AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:P54.0,Neonatal haematemesis (P54.0),Hematemese neonatale (P54.0),Neonatal haematemesis,Hematemese neonatale,,,Diagnosis,N/A,,,,,
158053AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:O64.1,obstructed labor due to breech presentation (O64.1),Dystocie due a une presentation du siege (O64.1),obstructed labor due to breech presentation,Dystocie due a une presentation du siege,,,Diagnosis,N/A,,,,,
158054AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:O64.3,obstructed labor due to brow presentation (O64.3),Dystocie due a une presentation du front (O64.3),obstructed labor due to brow presentation,Dystocie due a une presentation du front,,,Diagnosis,N/A,,,,,
158055AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:O64.5,obstructed labor due to compound presentation (O64.5),Dystocie due a une presentation complexe (O64.5),obstructed labor due to compound presentation,Dystocie due a une presentation complexe,,,Diagnosis,N/A,,,,,
158057AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:O64.2,obstructed labor due to face presentation (O64.2),Dystocie due a une presentation de la face (O64.2),obstructed labor due to face presentation,Dystocie due a une presentation de la face,,,Diagnosis,N/A,,,,,
158063AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:O64.4,obstructed labor due to shoulder presentation (O64.4),Dystocie due a une presentation de l'epaule (O64.4),obstructed labor due to shoulder presentation,Dystocie due a une presentation de l'epaule,,,Diagnosis,N/A,,,,,
158064AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:O66.2,Obstructed labor due to unusually large fetus (O66.2),Dystocie due a un foetus anormalement gros (O66.2),Obstructed labor due to unusually large fetus,Dystocie due a un foetus anormalement gros,,,Diagnosis,N/A,,,,,
158093AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:S91.0,open wound of ankle (S91.0),Plaie ouverte de la cheville (S91.0),open wound of ankle,Plaie ouverte de la cheville,,,Diagnosis,N/A,,,,,
158101AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:S71.0,open wound of hip (S71.0),Plaie ouverte de la hanche (S71.0),open wound of hip,Plaie ouverte de la hanche,,,Diagnosis,N/A,,,,,
158103AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:S81.0,open wound of knee (S81.0),Plaie ouverte du genou (S81.0),open wound of knee,Plaie ouverte du genou,,,Diagnosis,N/A,,,,,
158110AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:S71.1,open wound of thigh (S71.1),Plaie ouverte de la cuisse (S71.1),open wound of thigh,Plaie ouverte de la cuisse,,,Diagnosis,N/A,,,,,
158146AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:M80.2,Osteoporosis of disuse with pathological fracture (M80.2),Osteoporose d'inactivite avec fracture pathologique (M80.2),Osteoporosis of disuse with pathological fracture,Osteoporose d'inactivite avec fracture pathologique,,,Diagnosis,N/A,,,,,
158150AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:O07.9,Failed attempted termination of pregnancy (O07.9),Tentative d'avortement echouee (O07.9),Failed attempted termination of pregnancy,Tentative d'avortement echouee,,,Diagnosis,N/A,,,,,
158269AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:V09.9,pedestrian injured in unspecified transport accident (V09.9),"Pieton blesse dans un accident de transport, sans precision (V09.9)",pedestrian injured in unspecified transport accident,"Pieton blesse dans un accident de transport, sans precision",,,Diagnosis,N/A,,,,,
158274AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:B48.4,Penicillosis (B48.4),Penicilliose (B48.4),Penicillosis,Penicilliose,,,Diagnosis,N/A,,,,,
158324AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:S72.1,Pertrochanteric fracture (S72.1),Fracture du trochanter (S72.1),Pertrochanteric fracture,Fracture du trochanter,,,Diagnosis,N/A,,,,,
158487AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:O42.2,"Premature rupture of membranes, labour delayed by therapy (O42.2)","Rupture prematuree des membranes, travail retarde par traitement (O42.2)","Premature rupture of membranes, labour delayed by therapy","Rupture prematuree des membranes, travail retarde par traitement",,,Diagnosis,N/A,,,,,
158511AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:O42.9,Preterm premature rupture of membranes (O42.9),Rupture premature preterme des membranes (O42.9),Preterm premature rupture of membranes,Rupture premature preterme des membranes,,,Diagnosis,N/A,,,,,
158532AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:C52,Malignant neoplasm of vagina (C52),Tumeur maligne du vagin (C52),Malignant neoplasm of vagina,Tumeur maligne du vagin,,,Diagnosis,N/A,,,,,
158793AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:M05.9,Seropositive rheumatoid arthritis (M05.9),Arthrites rhumatoïdes seropositives (M05.9),Seropositive rheumatoid arthritis,Arthrites rhumatoïdes seropositives,,,Diagnosis,N/A,,,,,
158801AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:F32.3,Severe depressive episode with psychotic symptoms (F32.3),Episode depressif severe avec symptomes psychotiques (F32.3),Severe depressive episode with psychotic symptoms,Episode depressif severe avec symptomes psychotiques,,,Diagnosis,N/A,,,,,
158802AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:F32.2,Severe depressive episode without psychotic symptoms (F32.2),Episode depressif severe sans symptomes psychotiques (F32.2),Severe depressive episode without psychotic symptoms,Episode depressif severe sans symptomes psychotiques,,,Diagnosis,N/A,,,,,
158812AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:D57.1,Sickle-cell anemia without crisis (D57.1),Anemie a hematies falciformes sans crises (D57.1),Sickle-cell anemia without crisis,Anemie a hematies falciformes sans crises,,,Diagnosis,N/A,,,,,
158818AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:R56.0,Simple febrile seizure (R56.0),Crise convulsive febrile (R56.0),Simple febrile seizure,Crise convulsive febrile,,,Diagnosis,N/A,,,,,
159015AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:R39.8,Symptoms involving urinary system (R39.8),Autres diagnostiques urinaire (R39.8),Symptoms involving urinary system,Autres diagnostiques urinaire,,,Diagnosis,N/A,,,,,
159109AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:S58.1,Traumatic amputation at level between elbow and wrist (S58.1),Amputation traumatique entre le coude et le poignet (S58.1),Traumatic amputation at level between elbow and wrist,Amputation traumatique entre le coude et le poignet,,,Diagnosis,N/A,,,,,
159113AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:S98.0,Traumatic amputation of foot at ankle level (S98.0),Amputation traumatique du pied au niveau de la cheville (S98.0),Traumatic amputation of foot at ankle level,Amputation traumatique du pied au niveau de la cheville,,,Diagnosis,N/A,,,,,
159116AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:S68.2,Traumatic amputation of two or more fingers alone (complete)(partial) (S68.2),Amputation traumatique de deux doigts ou plus (S68.2),Traumatic amputation of two or more fingers alone (complete)(partial),Amputation traumatique de deux doigts ou plus,,,Diagnosis,N/A,,,,,
159117AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:S98.2,Traumatic amputation of two or more toes (S98.2),Amputation traumatique de deux orteils ou plus (S98.2),Traumatic amputation of two or more toes,Amputation traumatique de deux orteils ou plus,,,Diagnosis,N/A,,,,,
159344AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:K05.0,Linear gingival erythema (K05.0),Erytheme gingival lineaire (K05.0),Linear gingival erythema,Erytheme gingival lineaire,,,Diagnosis,N/A,,,,,
159355AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:J04.0,Viral laryngitis (J04.0),Laryngite aigue (J04.0),Viral laryngitis,Laryngite aigue,,,Diagnosis,N/A,,,,,
160148AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:B53.8,Confirmed malaria (B53.8),Paludisme confirme (malaria) (B53.8),Confirmed malaria,Paludisme confirme (malaria),,,Diagnosis,N/A,,,,,
160436AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:R16.2,Persistent hepatosplenomegaly (R16.2),Hepatosplenomegalie persistent (R16.2),Persistent hepatosplenomegaly,Hepatosplenomegalie persistent,,,Diagnosis,N/A,,,,,
160442AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:B22.0,HIV encephalopathy (B22.0),Encephalopathie au VIH (B22.0),HIV encephalopathy,Encephalopathie au VIH,,,Diagnosis,N/A,,,,,
160515AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:A49.9,"Bacterial Infection, Severe, Recurrent (A49.9)","Infection bacterienne, severe, recurrente (A49.9)","Bacterial Infection, Severe, Recurrent","Infection bacterienne, severe, recurrente",,,Diagnosis,N/A,,,,,
160520AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:A07.3,Chronic isosporiasis (A07.3),Isosporidiose chronique (A07.3),Chronic isosporiasis,Isosporidiose chronique,,,Diagnosis,N/A,,,,,
161567AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:S58.0,Traumatic amputation of arm through elbow (S58.0),Amputation traumatique au niveau du coude (S58.0),Traumatic amputation of arm through elbow,Amputation traumatique au niveau du coude,,,Diagnosis,N/A,,,,,
161568AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:S68.4,Traumatic amputation through wrist (S68.4),Amputation traumatique de la main au niveau du poignet (S68.4),Traumatic amputation through wrist,Amputation traumatique de la main au niveau du poignet,,,Diagnosis,N/A,,,,,
161569AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:M84.2,Delayed union of fracture (M84.2),Retard de consolidation d'une fracture (M84.2),Delayed union of fracture,Retard de consolidation d'une fracture,,,Diagnosis,N/A,,,,,
161570AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:M84.3,Stress fracture (M84.3),Fracture par sollicitation excessive (M84.3),Stress fracture,Fracture par sollicitation excessive,,,Diagnosis,N/A,,,,,
161572AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:O64.0,Incomplete rotation of fetal head (O64.0),Dystocie due a une rotation incomplete de la tete du foetus (O64.0),Incomplete rotation of fetal head,Dystocie due a une rotation incomplete de la tete du foetus,,,Diagnosis,N/A,,,,,
161644AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:I16.9,Hypertensive crisis (I16.9),Crise hypertensive (I16.9),Hypertensive crisis,Crise hypertensive,,,Diagnosis,N/A,,,,,
161646AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:S06.6,Traumatic subarachnoid hemorrhage (S06.6),Hemorragie sous-arachnoïdienne traumatique (S06.6),Traumatic subarachnoid hemorrhage,Hemorragie sous-arachnoïdienne traumatique,,,Diagnosis,N/A,,,,,
161892AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:Z08.2,Follow-up examination after chemotherapy for malignant neoplasm (Z08.2),Examen de controle apres chimiotherapie pour tumeur maligne (Z08.2),Follow-up examination after chemotherapy for malignant neoplasm,Examen de controle apres chimiotherapie pour tumeur maligne,,,Diagnosis,N/A,,,,,
161893AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:Z08.7,Follow-up examination after combined treatment for malignant neoplasm (Z08.7),Examen de controle apres traitements combines pour tumeur maligne (Z08.7),Follow-up examination after combined treatment for malignant neoplasm,Examen de controle apres traitements combines pour tumeur maligne,,,Diagnosis,N/A,,,,,
161894AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:Z08.0,Follow-up examination after surgery for malignant neoplasm (Z08.0),Examen de controle apres traitement chirurgical d'une tumeur maligne (Z08.0),Follow-up examination after surgery for malignant neoplasm,Examen de controle apres traitement chirurgical d'une tumeur maligne,,,Diagnosis,N/A,,,,,
161895AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:Z51.1,Chemotherapy session for neoplasm (Z51.1),Seance de chimiotherapie pour tumeur (Z51.1),Chemotherapy session for neoplasm,Seance de chimiotherapie pour tumeur,,,Diagnosis,N/A,,,,,
161896AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:Z51.5,Encounter for palliative care (Z51.5),Rencontre pour les soins palliatifs (Z51.5),Encounter for palliative care,Rencontre pour les soins palliatifs,,,Diagnosis,N/A,,,,,
161901AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:K06.9,Disorder of gingiva and edentulous alveolar ridge (K06.9),Affection de la gencive et de la crete alveolaire edentee (K06.9),Disorder of gingiva and edentulous alveolar ridge,Affection de la gencive et de la crete alveolaire edentee,,,Diagnosis,N/A,,,,,
161903AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:K02.8,"Dental caries, class I (K02.8)",Carie dentaire classe I (K02.8),"Dental caries, class I",Carie dentaire classe I,,,Diagnosis,N/A,,,,,
161904AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:K02.8,"Dental caries, class II (K02.8)",Carie dentaire classe II (K02.8),"Dental caries, class II",Carie dentaire classe II,,,Diagnosis,N/A,,,,,
161905AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:K02.8,"Dental caries, class III (K02.8)",Carie dentaire classe III (K02.8),"Dental caries, class III",Carie dentaire classe III,,,Diagnosis,N/A,,,,,
161906AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:K02.8,"Dental caries, class IV (K02.8)",Carie dentaire classe IV (K02.8),"Dental caries, class IV",Carie dentaire classe IV,,,Diagnosis,N/A,,,,,
161907AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:K02.8,"Dental caries, class V (K02.8)",Carie dentaire classe V (K02.8),"Dental caries, class V",Carie dentaire classe V,,,Diagnosis,N/A,,,,,
162045AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:M19.1,Post-traumatic arthrosis (M19.1),Arthrose post-traumatique (M19.1),Post-traumatic arthrosis,Arthrose post-traumatique,,,Diagnosis,N/A,,,,,
162205AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:Z38.0,"Single liveborn infant, born in hospital (Z38.0)","Nouveau-ne, ne a l'hopital (Z38.0)","Single liveborn infant, born in hospital","Nouveau-ne, ne a l'hopital",,,Diagnosis,N/A,,,,,
162206AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:O06.6,Abortion complicated by hemorrhage (O06.6),Avortement complique par une hemorragie (O06.6),Abortion complicated by hemorrhage,Avortement complique par une hemorragie,,,Diagnosis,N/A,,,,,
162208AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ICD-10:Z00.1,"Well baby exam, 8 to 28 days old (Z00.1)","Soin de bebe en bonne sante, 8-28 jours (Z00.1)","Well baby exam, 8 to 28 days old","Soin de bebe en bonne sante, 8-28 jours",,,Diagnosis,N/A,,,,,
